Siruta,F1,F2,F3,F4,F5,F6,F7,F8
12037,-0.06496358323065156,-0.0015230946023716252,0.0,0.0,0.0,0.0,0.0,0.0
12055,-0.07422971267950075,-0.0014484873725758842,0.0,0.0,0.0,0.0,0.0,0.0
12091,0.20451058951649556,-0.003692794652371321,0.0,0.0,0.0,0.0,0.0,0.0
12126,-0.11127059238956906,-0.001150248777978307,0.0,0.0,0.0,0.0,0.0,0.0
12144,-0.06678371580096108,-0.0015084396107995306,0.0,0.0,0.0,0.0,0.0,0.0
12206,-0.09202919093200977,-0.0013051729745441121,0.0,0.0,0.0,0.0,0.0,0.0
12224,-0.09637859863248982,-0.0012701532544328945,0.0,0.0,0.0,0.0,0.0,0.0
12242,-0.0639944217321749,-0.0015308979095685678,0.0,0.0,0.0,0.0,0.0,0.0
12288,-0.14441118802040248,-0.0008834137367514693,0.0,0.0,0.0,0.0,0.0,0.0
12340,-0.06030688042089815,-0.0015605885418281053,0.0,0.0,0.0,0.0,0.0,0.0
12368,0.04961021635754317,-0.0024455977727652505,0.0,0.0,0.0,0.0,0.0,0.0
12402,-0.157553963463158,-0.0007775932781656137,0.0,0.0,0.0,0.0,0.0,0.0
12457,-0.1257371006107316,-0.001033770143710218,0.0,0.0,0.0,0.0,0.0,0.0
12509,-0.01846746938910437,-0.0018974630232845313,0.0,0.0,0.0,0.0,0.0,0.0
12572,-0.12526433890415767,-0.0010375766350301124,0.0,0.0,0.0,0.0,0.0,0.0
12643,-0.0027954188161780705,-0.002023648210396159,0.0,0.0,0.0,0.0,0.0,0.0
12689,-0.10172080591677544,-0.0012271399025634599,0.0,0.0,0.0,0.0,0.0,0.0
12778,-0.05619385357370488,-0.0015937050162794703,0.0,0.0,0.0,0.0,0.0,0.0
12812,-0.10020796845573886,-0.0012393206747743993,0.0,0.0,0.0,0.0,0.0,0.0
12849,-0.1309847555537024,-0.000991518090110182,0.0,0.0,0.0,0.0,0.0,0.0
12876,-0.049267894572396685,-0.001649470114061147,0.0,0.0,0.0,0.0,0.0,0.0
12912,-0.1270608333891385,-0.001023111968024432,0.0,0.0,0.0,0.0,0.0,0.0
12920,-0.09973520674916503,-0.0012431271660942936,0.0,0.0,0.0,0.0,0.0,0.0
12938,-0.0980096265201701,-0.0012570208593983877,0.0,0.0,0.0,0.0,0.0,0.0
13169,4.014189887686619,-0.034366833947175913,0.0,0.0,0.0,0.0,0.0,0.0
13187,0.083649059230867,-0.0027196651475039995,0.0,0.0,0.0,0.0,0.0,0.0
13276,0.017249677542556914,-0.0021850434421951505,0.0,0.0,0.0,0.0,0.0,0.0
13301,0.6518140781914301,-0.007294306410883859,0.0,0.0,0.0,0.0,0.0,0.0
13365,-0.04099456470735272,-0.0017160837120864258,0.0,0.0,0.0,0.0,0.0,0.0
13392,0.19510263155567364,-0.0036170454752205584,0.0,0.0,0.0,0.0,0.0,0.0
13490,0.7084509306389883,-0.007750324070545608,0.0,0.0,0.0,0.0,0.0,0.0
13524,-0.06397078364684605,-0.0015310882341247022,0.0,0.0,0.0,0.0,0.0,0.0
13622,0.6253394226232895,-0.0070811428971509,0.0,0.0,0.0,0.0,0.0,0.0
13668,0.08646199138498213,-0.0027423137708254292,0.0,0.0,0.0,0.0,0.0,0.0
13757,0.05802537473455945,-0.0025133533181824763,0.0,0.0,0.0,0.0,0.0,0.0
13819,-0.021918629847094185,-0.0018696756366813408,0.0,0.0,0.0,0.0,0.0,0.0
13891,-0.12788816637564313,-0.0010164506082300942,0.0,0.0,0.0,0.0,0.0,0.0
13935,-0.07222047542656139,-0.0014646649606640612,0.0,0.0,0.0,0.0,0.0,0.0
13999,-0.08590692683187716,-0.0013544670370821616,0.0,0.0,0.0,0.0,0.0,0.0
14049,-0.10685027043310287,-0.0011858394717946636,0.0,0.0,0.0,0.0,0.0,0.0
14085,-0.09656770331511962,-0.0012686306579114829,0.0,0.0,0.0,0.0,0.0,0.0
14165,-0.02066581132467324,-0.001879762838666807,0.0,0.0,0.0,0.0,0.0,0.0
14272,-0.06881659113922922,-0.0014920716981498903,0.0,0.0,0.0,0.0,0.0,0.0
14352,-0.12070218843571925,-0.0010743092762380375,0.0,0.0,0.0,0.0,0.0,0.0
14405,-0.08214847126461426,-0.001384728643039449,0.0,0.0,0.0,0.0,0.0,0.0
14450,-0.05567381569647347,-0.001597892156721724,0.0,0.0,0.0,0.0,0.0,0.0
14584,-0.05874676678920414,-0.0015731499631739332,0.0,0.0,0.0,0.0,0.0,0.0
14673,-0.10767760341960715,-0.0011791781119825625,0.0,0.0,0.0,0.0,0.0,0.0
14726,-0.1382889239202698,-0.0009327077992786714,0.0,0.0,0.0,0.0,0.0,0.0
14753,-0.12216774972609837,-0.001062509153156752,0.0,0.0,0.0,0.0,0.0,0.0
14851,-0.06751649644615078,-0.001502539549267675,0.0,0.0,0.0,0.0,0.0,0.0
14922,-0.09221829561463928,-0.0013036503780155951,0.0,0.0,0.0,0.0,0.0,0.0
14940,-0.03142114014923043,-0.0017931651612336464,0.0,0.0,0.0,0.0,0.0,0.0
15064,-0.10914316470998628,-0.0011673779889115566,0.0,0.0,0.0,0.0,0.0,0.0
15108,0.0986828814999184,-0.002840711571346792,0.0,0.0,0.0,0.0,0.0,0.0
15233,-0.07708992100427296,-0.0014254581001178844,0.0,0.0,0.0,0.0,0.0,0.0
15313,-0.1122397538880459,-0.0011424454707920225,0.0,0.0,0.0,0.0,0.0,0.0
15402,-0.09399115201429145,-0.0012893760355749309,0.0,0.0,0.0,0.0,0.0,0.0
15448,-0.11535998115143363,-0.0011173226281041087,0.0,0.0,0.0,0.0,0.0,0.0
15493,-0.1095686502459031,-0.0011639521467248688,0.0,0.0,0.0,0.0,0.0,0.0
15554,-0.13798162881099682,-0.0009351820186451556,0.0,0.0,0.0,0.0,0.0,0.0
15652,-0.11027779280576377,-0.001158242409747182,0.0,0.0,0.0,0.0,0.0,0.0
15741,-0.026102570950273473,-0.0018359881885278324,0.0,0.0,0.0,0.0,0.0,0.0
15830,-0.06829655326199777,-0.0014962588385887803,0.0,0.0,0.0,0.0,0.0,0.0
15901,-0.04021450789150568,-0.0017223644227565332,0.0,0.0,0.0,0.0,0.0,0.0
15983,-0.11994576970520088,-0.0010803996623382729,0.0,0.0,0.0,0.0,0.0,0.0
16132,-0.11540725732209098,-0.0011169419789677278,0.0,0.0,0.0,0.0,0.0,0.0
16285,-0.09158006731076444,-0.0013087891412956268,0.0,0.0,0.0,0.0,0.0,0.0
16329,-0.1432292837539674,-0.0008929299650241814,0.0,0.0,0.0,0.0,0.0,0.0
16365,-0.08113203359548024,-0.0013929125993658563,0.0,0.0,0.0,0.0,0.0,0.0
16427,-0.12294780654194552,-0.001056228442488137,0.0,0.0,0.0,0.0,0.0,0.0
16454,-0.09049271538564435,-0.0013175440713092204,0.0,0.0,0.0,0.0,0.0,0.0
16472,-0.10297362443919654,-0.0012170527005824342,0.0,0.0,0.0,0.0,0.0,0.0
16506,-0.11888205586540947,-0.0010889642677976976,0.0,0.0,0.0,0.0,0.0,0.0
16551,-0.09408570435560631,-0.0012886147373122596,0.0,0.0,0.0,0.0,0.0,0.0
16613,-0.11105784962161071,-0.001151961699067909,0.0,0.0,0.0,0.0,0.0,0.0
16659,-0.11096329728029596,-0.001152722997334133,0.0,0.0,0.0,0.0,0.0,0.0
16739,-0.11311436304520747,-0.0011354034618540091,0.0,0.0,0.0,0.0,0.0,0.0
16757,-0.03019195971213809,-0.001803062038649146,0.0,0.0,0.0,0.0,0.0,0.0
16908,-0.055413796757857965,-0.0015999857269515434,0.0,0.0,0.0,0.0,0.0,0.0
16944,-0.10122440612487277,-0.0012311367184515446,0.0,0.0,0.0,0.0,0.0,0.0
17049,-0.05432644483273782,-0.0016087406569740188,0.0,0.0,0.0,0.0,0.0,0.0
17101,-0.05534288250187175,-0.0016005567006439642,0.0,0.0,0.0,0.0,0.0,0.0
17209,-0.055792006123116904,-0.0015969405338926387,0.0,0.0,0.0,0.0,0.0,0.0
17254,-0.020287601959413985,-0.001882808031714213,0.0,0.0,0.0,0.0,0.0,0.0
17334,-0.12724993807176846,-0.001021589371520784,0.0,0.0,0.0,0.0,0.0,0.0
17398,-0.10911952662465765,-0.00116756831347302,0.0,0.0,0.0,0.0,0.0,0.0
17423,-0.12119858822762188,-0.0010703124603465893,0.0,0.0,0.0,0.0,0.0,0.0
17496,-0.03014468354148068,-0.0018034426877795934,0.0,0.0,0.0,0.0,0.0,0.0
17575,-0.11446173390894311,-0.0011245549616067598,0.0,0.0,0.0,0.0,0.0,0.0
17619,-0.07801180633209227,-0.00141803544205377,0.0,0.0,0.0,0.0,0.0,0.0
17726,-0.11670735201516932,-0.0011064741278534957,0.0,0.0,0.0,0.0,0.0,0.0
17771,-0.13091384129771627,-0.0009920890638117682,0.0,0.0,0.0,0.0,0.0,0.0
17824,-0.09808054077615608,-0.0012564498857005435,0.0,0.0,0.0,0.0,0.0,0.0
17851,-0.031066568869299833,-0.001796020029712909,0.0,0.0,0.0,0.0,0.0,0.0
17913,-0.14148006543964392,-0.000907013982900208,0.0,0.0,0.0,0.0,0.0,0.0
17968,-0.0844650036268265,-0.0013660768355845986,0.0,0.0,0.0,0.0,0.0,0.0
18028,-0.011092386766550865,-0.0019568442878093793,0.0,0.0,0.0,0.0,0.0,0.0
18162,-0.11748740883101626,-0.0011001934171742226,0.0,0.0,0.0,0.0,0.0,0.0
18242,-0.08160479530205424,-0.0013891061080532564,0.0,0.0,0.0,0.0,0.0,0.0
18331,-0.09266741923588444,-0.0013000342112571641,0.0,0.0,0.0,0.0,0.0,0.0
18411,-0.09964065440785005,-0.0012438884643530337,0.0,0.0,0.0,0.0,0.0,0.0
18475,-0.10590474701995488,-0.0011934524544194847,0.0,0.0,0.0,0.0,0.0,0.0
18527,-0.022131372615052356,-0.0018679627155836506,0.0,0.0,0.0,0.0,0.0,0.0
18554,-0.11245249665600392,-0.0011407325496917624,0.0,0.0,0.0,0.0,0.0,0.0
18581,-0.12665898593855102,-0.001026347485656951,0.0,0.0,0.0,0.0,0.0,0.0
18670,-0.045131229639874676,-0.0016827769130702335,0.0,0.0,0.0,0.0,0.0,0.0
18741,-0.052269931409141136,-0.0016252988942006368,0.0,0.0,0.0,0.0,0.0,0.0
18778,-0.04633677199163812,-0.0016730703602081092,0.0,0.0,0.0,0.0,0.0,0.0
18858,-0.056832081877579564,-0.0015885662529995335,0.0,0.0,0.0,0.0,0.0,0.0
18938,-0.09262014306522703,-0.0013004148603937343,0.0,0.0,0.0,0.0,0.0,0.0
19007,-0.09259650497989824,-0.001300605184958372,0.0,0.0,0.0,0.0,0.0,0.0
19114,-0.10919044088064368,-0.0011669973397714338,0.0,0.0,0.0,0.0,0.0,0.0
19141,-0.10715756554237586,-0.0011833652524317322,0.0,0.0,0.0,0.0,0.0,0.0
19212,-0.13301763089197033,-0.0009751501774538144,0.0,0.0,0.0,0.0,0.0,0.0
19249,-0.08247940445921603,-0.0013820640991223487,0.0,0.0,0.0,0.0,0.0,0.0
19338,-0.043854773032124955,-0.0016930544396197335,0.0,0.0,0.0,0.0,0.0,0.0
19392,-0.11876386543876609,-0.0010899158906250066,0.0,0.0,0.0,0.0,0.0,0.0
19560,-0.09890787376266047,-0.0012497885258919948,0.0,0.0,0.0,0.0,0.0,0.0
19631,-0.09370749499034702,-0.001291659930362377,0.0,0.0,0.0,0.0,0.0,0.0
19695,-0.09964065440785005,-0.0012438884643530337,0.0,0.0,0.0,0.0,0.0,0.0
19793,-0.07971374847575859,-0.0014043320733178664,0.0,0.0,0.0,0.0,0.0,0.0
19999,-0.0889089636686217,-0.0013302958172180042,0.0,0.0,0.0,0.0,0.0,0.0
20048,-0.1384307524322422,-0.0009315658518971936,0.0,0.0,0.0,0.0,0.0,0.0
20055,-0.09862421673871627,-0.0012520724206865465,0.0,0.0,0.0,0.0,0.0,0.0
20063,-0.09413298052626372,-0.001288234088182984,0.0,0.0,0.0,0.0,0.0,0.0
20297,4.500165283959297,-0.03827971669539476,0.0,0.0,0.0,0.0,0.0,0.0
20313,-0.03480138635123395,-0.0017659487483169904,0.0,0.0,0.0,0.0,0.0,0.0
20359,-0.0019208096590163334,-0.0020306902193330044,0.0,0.0,0.0,0.0,0.0,0.0
20411,-0.04442208708001371,-0.0016884866500425915,0.0,0.0,0.0,0.0,0.0,0.0
20466,0.06804792291392701,-0.0025940509340786413,0.0,0.0,0.0,0.0,0.0,0.0
20563,1.0791906609342723,-0.010735374560438628,0.0,0.0,0.0,0.0,0.0,0.0
20607,-0.04014359363551949,-0.0017229353964474613,0.0,0.0,0.0,0.0,0.0,0.0
20670,-0.04082909811005178,-0.0017174159840415177,0.0,0.0,0.0,0.0,0.0,0.0
20778,0.3274759093963771,-0.00468286304365941,0.0,0.0,0.0,0.0,0.0,0.0
20821,0.4036141822401109,-0.00529589847006117,0.0,0.0,0.0,0.0,0.0,0.0
20876,0.4191207662157358,-0.005420751385227977,0.0,0.0,0.0,0.0,0.0,0.0
20910,-0.0429092496189771,-0.00170066742225372,0.0,0.0,0.0,0.0,0.0,0.0
20965,0.14536810002409498,-0.0032166025887953673,0.0,0.0,0.0,0.0,0.0,0.0
21007,-0.01768741257325728,-0.0019037437339504343,0.0,0.0,0.0,0.0,0.0,0.0
21098,-0.10616476595857047,-0.0011913588841935018,0.0,0.0,0.0,0.0,0.0,0.0
21123,0.004012349758486542,-0.0020784616853519755,0.0,0.0,0.0,0.0,0.0,0.0
21196,0.027012206783308703,-0.0022636474878744406,0.0,0.0,0.0,0.0,0.0,0.0
21249,-0.11200337303475859,-0.0011443487164395352,0.0,0.0,0.0,0.0,0.0,0.0
21338,-0.029411902896291097,-0.0018093427493210297,0.0,0.0,0.0,0.0,0.0,0.0
21418,-0.03796888978527946,-0.0017404452565047519,0.0,0.0,0.0,0.0,0.0,0.0
21454,-0.05073345586277583,-0.001637669990976214,0.0,0.0,0.0,0.0,0.0,0.0
21506,0.015713201996191726,-0.002172672345411159,0.0,0.0,0.0,0.0,0.0,0.0
21560,-0.09725320778965157,-0.0012631112454984338,0.0,0.0,0.0,0.0,0.0,0.0
21597,-0.08212483317928558,-0.0013849189676078285,0.0,0.0,0.0,0.0,0.0,0.0
21668,-0.0429565257896344,-0.0017002867731153737,0.0,0.0,0.0,0.0,0.0,0.0
21720,-0.07125131392808495,-0.001472468267871662,0.0,0.0,0.0,0.0,0.0,0.0
21757,-0.0369760902014742,-0.0017484388882682978,0.0,0.0,0.0,0.0,0.0,0.0
21855,0.004792406574333502,-0.0020847423960258403,0.0,0.0,0.0,0.0,0.0,0.0
21891,-0.11060872600036561,-0.00115557786582634,0.0,0.0,0.0,0.0,0.0,0.0
21971,-0.03312308229289652,-0.0017794617924879728,0.0,0.0,0.0,0.0,0.0,0.0
22059,-0.07940645336648548,-0.0014068062926736924,0.0,0.0,0.0,0.0,0.0,0.0
22111,-0.11923662714534008,-0.0010861093993088542,0.0,0.0,0.0,0.0,0.0,0.0
22166,0.18420547421914435,-0.0035293058503883456,0.0,0.0,0.0,0.0,0.0,0.0
22237,-0.0981514550321421,-0.001255878911995783,0.0,0.0,0.0,0.0,0.0,0.0
