Siruta,F1,F2,F3,F4,F5,F6,F7,F8
49956,0.06452584819995102,-0.0025656925737791467,0.0,0.0,0.0,0.0,0.0,0.0
50022,-0.030806549930684244,-0.001798113599940952,0.0,0.0,0.0,0.0,0.0,0.0
50068,-0.1474605010278042,-0.0008588618677544835,0.0,0.0,0.0,0.0,0.0,0.0
50102,0.05003570189345978,-0.002449023614949878,0.0,0.0,0.0,0.0,0.0,0.0
50228,-0.09455846606218014,-0.0012848082459927437,0.0,0.0,0.0,0.0,0.0,0.0
50326,-0.08146296679008208,-0.0013902480554489453,0.0,0.0,0.0,0.0,0.0,0.0
50399,-0.129779213201939,-0.0010012246429761426,0.0,0.0,0.0,0.0,0.0,0.0
50415,-0.04510759155454592,-0.001682967237635155,0.0,0.0,0.0,0.0,0.0,0.0
50479,-0.06044870893287023,-0.0015594465944291478,0.0,0.0,0.0,0.0,0.0,0.0
50549,-0.11065600217102285,-0.0011551972166864062,0.0,0.0,0.0,0.0,0.0,0.0
50564,-0.1331594594039425,-0.0009740082300585041,0.0,0.0,0.0,0.0,0.0,0.0
50790,1.9295471425488253,-0.017582110490025053,0.0,0.0,0.0,0.0,0.0,0.0
50889,0.05575611854300462,-0.0024950821598608325,0.0,0.0,0.0,0.0,0.0,0.0
50923,-0.0429565257896344,-0.0017002867731153737,0.0,0.0,0.0,0.0,0.0,0.0
50969,0.2878112022148239,-0.004363498422240877,0.0,0.0,0.0,0.0,0.0,0.0
50987,-0.1479805389050357,-0.0008546747273155935,0.0,0.0,0.0,0.0,0.0,0.0
51010,0.5565053181461218,-0.006526917761668712,0.0,0.0,0.0,0.0,0.0,0.0
51056,0.15543792437411977,-0.00329768085382969,0.0,0.0,0.0,0.0,0.0,0.0
51118,0.15073394539370938,-0.003259806265215229,0.0,0.0,0.0,0.0,0.0,0.0
51207,0.13499098056479694,-0.0031330501044087716,0.0,0.0,0.0,0.0,0.0,0.0
51243,-0.1075830510782924,-0.001179939410248408,0.0,0.0,0.0,0.0,0.0,0.0
51305,-0.12377513952844993,-0.0010495670826902467,0.0,0.0,0.0,0.0,0.0,0.0
51332,-0.10427371913227465,-0.0012065848494614752,0.0,0.0,0.0,0.0,0.0,0.0
51387,-0.13535780133951136,-0.000956308045441621,0.0,0.0,0.0,0.0,0.0,0.0
51449,-0.09956974015186403,-0.00124445943805462,0.0,0.0,0.0,0.0,0.0,0.0
51500,-0.07196045648794575,-0.0014667585308939751,0.0,0.0,0.0,0.0,0.0,0.0
51546,-0.1322139359907944,-0.0009816212126837036,0.0,0.0,0.0,0.0,0.0,0.0
51573,-0.09363658073436104,-0.0012922309040602215,0.0,0.0,0.0,0.0,0.0,0.0
51626,-0.1377925241283672,-0.0009367046151630144,0.0,0.0,0.0,0.0,0.0,0.0
51662,-0.1580503632550606,-0.0007735964622883763,0.0,0.0,0.0,0.0,0.0,0.0
51699,-0.11701464712444254,-0.0011039999085012224,0.0,0.0,0.0,0.0,0.0,0.0
51751,-0.09907334035996158,-0.0012484562539352212,0.0,0.0,0.0,0.0,0.0,0.0
51804,-0.0947475707448097,-0.0012832856494640376,0.0,0.0,0.0,0.0,0.0,0.0
51840,-0.14185827480490315,-0.0009039687898502795,0.0,0.0,0.0,0.0,0.0,0.0
51877,-0.09916789270127623,-0.0012476949556725497,0.0,0.0,0.0,0.0,0.0,0.0
51948,-0.12715538573045343,-0.001022350669772608,0.0,0.0,0.0,0.0,0.0,0.0
51984,-0.14003814223459352,-0.0009186237814239612,0.0,0.0,0.0,0.0,0.0,0.0
52035,-0.14902061465949817,-0.0008463004464034213,0.0,0.0,0.0,0.0,0.0,0.0
52062,-0.13824164774961245,-0.0009330884484221578,0.0,0.0,0.0,0.0,0.0,0.0
52115,-0.12332601590720454,-0.0010531832494311032,0.0,0.0,0.0,0.0,0.0,0.0
52160,-0.09498395159809668,-0.0012813824038129722,0.0,0.0,0.0,0.0,0.0,0.0
52570,-0.12547708167211585,-0.0010358637139367686,0.0,0.0,0.0,0.0,0.0,0.0
52650,-0.11923662714534008,-0.0010861093993088542,0.0,0.0,0.0,0.0,0.0,0.0
52696,-0.11424899114098476,-0.0011262678826860818,0.0,0.0,0.0,0.0,0.0,0.0
52721,-0.1341522589877476,-0.0009660145982894399,0.0,0.0,0.0,0.0,0.0,0.0
52758,-0.13427044941439154,-0.0009650629754763417,0.0,0.0,0.0,0.0,0.0,0.0
52785,-0.12398788229640806,-0.0010478541615828812,0.0,0.0,0.0,0.0,0.0,0.0
52856,-0.12292416845661669,-0.001056418767042495,0.0,0.0,0.0,0.0,0.0,0.0
52909,-0.1308902032123877,-0.0009922793883801477,0.0,0.0,0.0,0.0,0.0,0.0
52936,-0.12082037886236258,-0.0010733576534002595,0.0,0.0,0.0,0.0,0.0,0.0
52954,-0.14639678718801294,-0.0008674264732137192,0.0,0.0,0.0,0.0,0.0,0.0
52990,-0.11644733307655351,-0.0011085676980691988,0.0,0.0,0.0,0.0,0.0,0.0
53023,-0.11441445773828582,-0.0011249356107326718,0.0,0.0,0.0,0.0,0.0,0.0
53069,-0.14162189395161628,-0.0009058720355116246,0.0,0.0,0.0,0.0,0.0,0.0
53103,-0.1250279580508709,-0.001039479880698563,0.0,0.0,0.0,0.0,0.0,0.0
53130,-0.10739394639566284,-0.0011814620067735614,0.0,0.0,0.0,0.0,0.0,0.0
53167,-0.1021226533673633,-0.0012239043849520679,0.0,0.0,0.0,0.0,0.0,0.0
53210,-0.1392108092480889,-0.0009252851412147461,0.0,0.0,0.0,0.0,0.0,0.0
53247,-0.09555126564598543,-0.0012768146142343375,0.0,0.0,0.0,0.0,0.0,0.0
53274,-0.06725647750753508,-0.0015046331194869308,0.0,0.0,0.0,0.0,0.0,0.0
53327,-0.14864240529423903,-0.0008493456394533497,0.0,0.0,0.0,0.0,0.0,0.0
53345,-0.13949446627203335,-0.0009230012464304742,0.0,0.0,0.0,0.0,0.0,0.0
53372,-0.08392132766426659,-0.0013704543006057008,0.0,0.0,0.0,0.0,0.0,0.0
53425,-0.1071102893717184,-0.0011837459015610076,0.0,0.0,0.0,0.0,0.0,0.0
53489,-0.11833837990284944,-0.0010933417328012256,0.0,0.0,0.0,0.0,0.0,0.0
53513,-0.09746595055761013,-0.0012613983244159372,0.0,0.0,0.0,0.0,0.0,0.0
53577,-0.10640114681185767,-0.0011894556385424364,0.0,0.0,0.0,0.0,0.0,0.0
53639,-0.12724993807176846,-0.001021589371520784,0.0,0.0,0.0,0.0,0.0,0.0
53675,-0.11493449561551705,-0.0011207484702801384,0.0,0.0,0.0,0.0,0.0,0.0
53700,-0.12717902381578197,-0.0010221603451935704,0.0,0.0,0.0,0.0,0.0,0.0
53728,-0.11911843671869649,-0.0010870610221432686,0.0,0.0,0.0,0.0,0.0,0.0
53755,-0.12717902381578197,-0.0010221603451935704,0.0,0.0,0.0,0.0,0.0,0.0
53791,-0.1296846608606242,-0.0010019859412386247,0.0,0.0,0.0,0.0,0.0,0.0
53853,-0.11465083859157278,-0.0011230323650713266,0.0,0.0,0.0,0.0,0.0,0.0
54056,-0.09373113307567592,-0.0012914696058082085,0.0,0.0,0.0,0.0,0.0,0.0
54109,-0.11375259134908225,-0.001130264698581083,0.0,0.0,0.0,0.0,0.0,0.0
54163,-0.13757978136040902,-0.0009384175362634636,0.0,0.0,0.0,0.0,0.0,0.0
54270,-0.06905297199251602,-0.0014901684524814397,0.0,0.0,0.0,0.0,0.0,0.0
54305,-0.11779470394028958,-0.0010977191978255021,0.0,0.0,0.0,0.0,0.0,0.0
54350,-0.1256189101840881,-0.0010347217665446326,0.0,0.0,0.0,0.0,0.0,0.0
54387,-0.10335183380445567,-0.0012140075075325058,0.0,0.0,0.0,0.0,0.0,0.0
54412,-0.0828103376538177,-0.0013793995551983323,0.0,0.0,0.0,0.0,0.0,0.0
54485,-0.14691682506524445,-0.0008632393327823129,0.0,0.0,0.0,0.0,0.0,0.0
54500,-0.1315047934309339,-0.000987330949664943,0.0,0.0,0.0,0.0,0.0,0.0
54537,-0.128833689788791,-0.001008837625601342,0.0,0.0,0.0,0.0,0.0,0.0
54573,-0.13746159093376553,-0.0009393691590836673,0.0,0.0,0.0,0.0,0.0,0.0
54617,-0.06716192516622037,-0.001505394417753155,0.0,0.0,0.0,0.0,0.0,0.0
54699,-0.1445766546177033,-0.0008820814647874009,0.0,0.0,0.0,0.0,0.0,0.0
54975,7.44438336398983,-0.06198540266323782,0.0,0.0,0.0,0.0,0.0,0.0
55008,0.7564598819415727,-0.008136873263578264,0.0,0.0,0.0,0.0,0.0,0.0
55062,-0.09434572329422196,-0.001286521167093193,0.0,0.0,0.0,0.0,0.0,0.0
55106,-0.1378870764696819,-0.000935943316904085,0.0,0.0,0.0,0.0,0.0,0.0
55160,-0.07961919613444372,-0.001405093371583901,0.0,0.0,0.0,0.0,0.0,0.0
55259,1.190336938149807,-0.011630280668788325,0.0,0.0,0.0,0.0,0.0,0.0
55277,-0.02811180820321276,-0.001819810600439608,0.0,0.0,0.0,0.0,0.0,0.0
55311,-0.11762923734298858,-0.0010990514697822758,0.0,0.0,0.0,0.0,0.0,0.0
55357,0.5042887876550312,-0.0061064907958087306,0.0,0.0,0.0,0.0,0.0,0.0
55384,0.3843727807825507,-0.005140974273531081,0.0,0.0,0.0,0.0,0.0,0.0
55446,0.06258752520299819,-0.0025500859593694633,0.0,0.0,0.0,0.0,0.0,0.0
55473,-0.004615551386487694,-0.0020089932188272724,0.0,0.0,0.0,0.0,0.0,0.0
55598,-0.14043998968518132,-0.0009153882637985476,0.0,0.0,0.0,0.0,0.0,0.0
55623,-0.1364687913499604,-0.0009473627908594585,0.0,0.0,0.0,0.0,0.0,0.0
55687,0.11683693103235776,-0.0029868808378745127,0.0,0.0,0.0,0.0,0.0,0.0
55776,-0.12722629998643967,-0.0010217796960781272,0.0,0.0,0.0,0.0,0.0,0.0
55838,0.09052774206151809,-0.0027750495961348003,0.0,0.0,0.0,0.0,0.0,0.0
55918,-0.116423694991225,-0.001108758022640942,0.0,0.0,0.0,0.0,0.0,0.0
56014,-0.13372677345183134,-0.000969440440483233,0.0,0.0,0.0,0.0,0.0,0.0
56096,-0.12973193703128152,-0.001001605292102244,0.0,0.0,0.0,0.0,0.0,0.0
56210,-0.04974065627897054,-0.00164566362273976,0.0,0.0,0.0,0.0,0.0,0.0
56265,-0.13245031684408157,-0.0009797179670290855,0.0,0.0,0.0,0.0,0.0,0.0
56327,-0.13483776346228007,-0.0009604951858943436,0.0,0.0,0.0,0.0,0.0,0.0
56354,-0.10869404108874117,-0.001170994155662882,0.0,0.0,0.0,0.0,0.0,0.0
56425,-0.10741758448099147,-0.0011812716822049926,0.0,0.0,0.0,0.0,0.0,0.0
56461,-0.10699209894507498,-0.0011846975244023386,0.0,0.0,0.0,0.0,0.0,0.0
56522,-0.0994042735545632,-0.0012457917100076518,0.0,0.0,0.0,0.0,0.0,0.0
56568,-0.09158006731076444,-0.0013087891412956268,0.0,0.0,0.0,0.0,0.0,0.0
56666,-0.05198627438519676,-0.0016275827889898596,0.0,0.0,0.0,0.0,0.0,0.0
56773,-0.12084401694769141,-0.0010731673288427272,0.0,0.0,0.0,0.0,0.0,0.0
56844,-0.0722677515972189,-0.00146428431153796,0.0,0.0,0.0,0.0,0.0,0.0
56988,-0.09070545815360243,-0.001315831150212513,0.0,0.0,0.0,0.0,0.0,0.0
57083,-0.10529015680140884,-0.0011984008931384313,0.0,0.0,0.0,0.0,0.0,0.0
57163,-0.12800635680228684,-0.0010154989854134434,0.0,0.0,0.0,0.0,0.0,0.0
57225,-0.13055927001778592,-0.0009949439322968696,0.0,0.0,0.0,0.0,0.0,0.0
57314,-0.11030143089109246,-0.0011580520851788023,0.0,0.0,0.0,0.0,0.0,0.0
57350,-0.06607457324110028,-0.0015141493477772174,0.0,0.0,0.0,0.0,0.0,0.0
57449,-0.1324266787587529,-0.0009799082915974652,0.0,0.0,0.0,0.0,0.0,0.0
57546,-0.13093747938304495,-0.0009918987392433885,0.0,0.0,0.0,0.0,0.0,0.0
57582,-0.07607348333513911,-0.0014336420564478446,0.0,0.0,0.0,0.0,0.0,0.0
57644,-0.1018153582580902,-0.0012263786043007884,0.0,0.0,0.0,0.0,0.0,0.0
57706,0.5006248844290838,-0.006076990488064187,0.0,0.0,0.0,0.0,0.0,0.0
57742,-0.06853293411528462,-0.0014943555929270568,0.0,0.0,0.0,0.0,0.0,0.0
57831,-0.12836092808221716,-0.001012644116920858,0.0,0.0,0.0,0.0,0.0,0.0
57902,0.04065138201796708,-0.0023734647623268284,0.0,0.0,0.0,0.0,0.0,0.0
57948,-0.11030143089109246,-0.0011580520851788023,0.0,0.0,0.0,0.0,0.0,0.0
58008,-0.06905297199251602,-0.0014901684524814397,0.0,0.0,0.0,0.0,0.0,0.0
58142,-0.06198518447923573,-0.001547075497660392,0.0,0.0,0.0,0.0,0.0,0.0
58204,-0.12833728999688837,-0.001012834441478958,0.0,0.0,0.0,0.0,0.0,0.0
58259,-0.06300162214836956,-0.0015388915413250084,0.0,0.0,0.0,0.0,0.0,0.0
58311,-0.0543028067474092,-0.0016089309815475383,0.0,0.0,0.0,0.0,0.0,0.0
58357,-0.10893042194202798,-0.0011690909099942423,0.0,0.0,0.0,0.0,0.0,0.0
58393,-0.13084292704173014,-0.0009926600375026963,0.0,0.0,0.0,0.0,0.0,0.0
58464,-0.12760450935169879,-0.0010187345030246461,0.0,0.0,0.0,0.0,0.0,0.0
58534,-0.12795908063162914,-0.0010158796345359918,0.0,0.0,0.0,0.0,0.0,0.0
58552,-0.07453700778877385,-0.0014460131532269744,0.0,0.0,0.0,0.0,0.0,0.0
58623,-0.08623786002647889,-0.0013518024931581452,0.0,0.0,0.0,0.0,0.0,0.0
58721,-0.08879077324197815,-0.0013312474400486768,0.0,0.0,0.0,0.0,0.0,0.0
58794,-0.1385253047735568,-0.0009308045536244317,0.0,0.0,0.0,0.0,0.0,0.0
58856,-0.12412971080838038,-0.0010467122141980397,0.0,0.0,0.0,0.0,0.0,0.0
58918,-0.12866822319148993,-0.0010101698975511996,0.0,0.0,0.0,0.0,0.0,0.0
58990,-0.1487842338062112,-0.0008482036920647665,0.0,0.0,0.0,0.0,0.0,0.0
59041,-0.04567490560243461,-0.001678399448052968,0.0,0.0,0.0,0.0,0.0,0.0
59130,-0.13247395492941014,-0.0009795276424607057,0.0,0.0,0.0,0.0,0.0,0.0
59238,-0.129779213201939,-0.0010012246429761426,0.0,0.0,0.0,0.0,0.0,0.0
59283,-0.129779213201939,-0.0010012246429761426,0.0,0.0,0.0,0.0,0.0,0.0
59327,-0.06638186835037327,-0.0015116751284249442,0.0,0.0,0.0,0.0,0.0,0.0
59416,-0.10824491746749586,-0.001174610322407102,0.0,0.0,0.0,0.0,0.0,0.0
59434,-0.12793544254630068,-0.0010160699591110986,0.0,0.0,0.0,0.0,0.0,0.0
59498,-0.13237940258809544,-0.000980288940727119,0.0,0.0,0.0,0.0,0.0,0.0
59586,-0.11136514473088394,-0.0011494874797227412,0.0,0.0,0.0,0.0,0.0,0.0
59657,-0.1256661863547458,-0.0010343411174256367,0.0,0.0,0.0,0.0,0.0,0.0
59693,-0.05401914972346476,-0.0016112148763298448,0.0,0.0,0.0,0.0,0.0,0.0
59764,-0.11226339197337423,-0.0011422551462165374,0.0,0.0,0.0,0.0,0.0,0.0
59826,-0.12204955929945499,-0.001063460775984061,0.0,0.0,0.0,0.0,0.0,0.0
59880,-0.10039707313836849,-0.001237798078249435,0.0,0.0,0.0,0.0,0.0,0.0
59942,-0.11720375180707193,-0.0011024773119656,0.0,0.0,0.0,0.0,0.0,0.0
60026,-0.1429456267300233,-0.0008952138598293913,0.0,0.0,0.0,0.0,0.0,0.0
60062,-0.02328963879615846,-0.0018586368118564147,0.0,0.0,0.0,0.0,0.0,0.0
60099,-0.13278125003868357,-0.0009770534231226433,0.0,0.0,0.0,0.0,0.0,0.0
60169,-0.10852857449144022,-0.001172326427619845,0.0,0.0,0.0,0.0,0.0,0.0
60419,7.35120203162412,-0.06123514322446554,0.0,0.0,0.0,0.0,0.0,0.0
60455,0.09459349273805354,-0.0028077854214724044,0.0,0.0,0.0,0.0,0.0,0.0
60482,0.8333072973451646,-0.008755618427139804,0.0,0.0,0.0,0.0,0.0,0.0
60507,0.820448178926354,-0.008652081863240258,0.0,0.0,0.0,0.0,0.0,0.0
60534,0.02580666443154526,-0.0022539409350132047,0.0,0.0,0.0,0.0,0.0,0.0
60570,0.02252097057085638,-0.0022274858203659943,0.0,0.0,0.0,0.0,0.0,0.0
60598,-0.029104607787018035,-0.0018118169686760148,0.0,0.0,0.0,0.0,0.0,0.0
60632,-0.010052311012088203,-0.0019652185687053566,0.0,0.0,0.0,0.0,0.0,0.0
60687,0.20413238015123567,-0.0036897494593632683,0.0,0.0,0.0,0.0,0.0,0.0
60721,0.0030904644306674143,-0.0020710390272833568,0.0,0.0,0.0,0.0,0.0,0.0
60776,0.2935079807790399,-0.004409366642589253,0.0,0.0,0.0,0.0,0.0,0.0
60801,0.10038482364358466,-0.0028544149400757794,0.0,0.0,0.0,0.0,0.0,0.0
60847,0.9247630494818941,-0.00949198417209028,0.0,0.0,0.0,0.0,0.0,0.0
60883,-0.10864676491808349,-0.0011713748047783251,0.0,0.0,0.0,0.0,0.0,0.0
60945,-0.07626258801776874,-0.0014321194599226912,0.0,0.0,0.0,0.0,0.0,0.0
61005,-0.0968277222537352,-0.0012665370876851216,0.0,0.0,0.0,0.0,0.0,0.0
61069,-0.027142646704736248,-0.0018276139076400563,0.0,0.0,0.0,0.0,0.0,0.0
61121,-0.03692881403081674,-0.0017488195373978573,0.0,0.0,0.0,0.0,0.0,0.0
61167,-0.13115022215100347,-0.0009901858181607028,0.0,0.0,0.0,0.0,0.0,0.0
61210,-0.08465410830945629,-0.0013645542390738452,0.0,0.0,0.0,0.0,0.0,0.0
61256,-0.0816520714727117,-0.0013887254589237917,0.0,0.0,0.0,0.0,0.0,0.0
61283,-0.09075273432425994,-0.0013154505010935173,0.0,0.0,0.0,0.0,0.0,0.0
61318,0.05944365985428111,-0.0025247727921360735,0.0,0.0,0.0,0.0,0.0,0.0
61372,-0.03276851101296603,-0.001782316660978687,0.0,0.0,0.0,0.0,0.0,0.0
61452,-0.11736921840437277,-0.0011011450400050843,0.0,0.0,0.0,0.0,0.0,0.0
61513,-0.016363679794850313,-0.0019144019096380912,0.0,0.0,0.0,0.0,0.0,0.0
61559,-0.08815254493810322,-0.001336386203321603,0.0,0.0,0.0,0.0,0.0,0.0
61620,0.17101542260573124,-0.003423104742672836,0.0,0.0,0.0,0.0,0.0,0.0
61675,-0.10623568021455672,-0.0011907879105061264,0.0,0.0,0.0,0.0,0.0,0.0
61737,-0.08224302360592896,-0.0013839673447698614,0.0,0.0,0.0,0.0,0.0,0.0
61808,-0.12396424421107932,-0.0010480444861475189,0.0,0.0,0.0,0.0,0.0,0.0
61826,-0.10060981590632673,-0.0012360851571594548,0.0,0.0,0.0,0.0,0.0,0.0
61871,-0.09280924774785665,-0.0012988922638616648,0.0,0.0,0.0,0.0,0.0,0.0
61951,-0.11564363817537796,-0.0011150387333131097,0.0,0.0,0.0,0.0,0.0,0.0
62020,-0.10391914785234431,-0.001209439717953682,0.0,0.0,0.0,0.0,0.0,0.0
62057,-0.0886253066446772,-0.001332579712002087,0.0,0.0,0.0,0.0,0.0,0.0
62137,-0.10668480383580181,-0.0011871717437583536,0.0,0.0,0.0,0.0,0.0,0.0
62191,0.07842504237322487,-0.00267760341846879,0.0,0.0,0.0,0.0,0.0,0.0
62253,-0.07704264483361578,-0.0014258387492542654,0.0,0.0,0.0,0.0,0.0,0.0
62280,-0.038110718297251676,-0.0017393033091128052,0.0,0.0,0.0,0.0,0.0,0.0
62360,0.11026554331098,-0.0029339706085782214,0.0,0.0,0.0,0.0,0.0,0.0
62397,-0.02832455097117097,-0.001818097679342806,0.0,0.0,0.0,0.0,0.0,0.0
62440,-0.0350377672045209,-0.0017640455026570433,0.0,0.0,0.0,0.0,0.0,0.0
62486,-0.10134259655151637,-0.0012301850956206828,0.0,0.0,0.0,0.0,0.0,0.0
62538,-0.0460767530530225,-0.001675163930436247,0.0,0.0,0.0,0.0,0.0,0.0
62609,-0.12157679759288105,-0.0010672672673000243,0.0,0.0,0.0,0.0,0.0,0.0
62672,-0.08429953702952561,-0.0013674091075520304,0.0,0.0,0.0,0.0,0.0,0.0
62707,-0.08084837657153597,-0.0013951964941605972,0.0,0.0,0.0,0.0,0.0,0.0
62761,-0.032083006538433906,-0.001787836073386407,0.0,0.0,0.0,0.0,0.0,0.0
62798,-0.07285870373043628,-0.001459526197391135,0.0,0.0,0.0,0.0,0.0,0.0
62823,-0.1335376687692015,-0.0009709630370010918,0.0,0.0,0.0,0.0,0.0,0.0
62878,-0.10822127938216723,-0.0011748006469721182,0.0,0.0,0.0,0.0,0.0,0.0
62903,-0.11235794431468905,-0.0011414938479505025,0.0,0.0,0.0,0.0,0.0,0.0
62949,-0.12918826106872167,-0.0010059827571229677,0.0,0.0,0.0,0.0,0.0,0.0
62985,-0.12538252933080138,-0.0010366250122099089,0.0,0.0,0.0,0.0,0.0,0.0
63045,-0.12216774972609837,-0.001062509153156752,0.0,0.0,0.0,0.0,0.0,0.0
63072,-0.01896386918100703,-0.0018934662074035992,0.0,0.0,0.0,0.0,0.0,0.0
63125,0.18290537952606634,-0.003518837999252797,0.0,0.0,0.0,0.0,0.0,0.0
63152,0.08572921073979221,-0.0027364137092967477,0.0,0.0,0.0,0.0,0.0,0.0
63161,-0.15180990872828445,-0.0008238421476499929,0.0,0.0,0.0,0.0,0.0,0.0
63170,-0.14738958677181815,-0.0008594328414521388,0.0,0.0,0.0,0.0,0.0,0.0
63189,-0.11959119842527043,-0.0010832545308202,0.0,0.0,0.0,0.0,0.0,0.0
63198,-0.09765505524023954,-0.0012598757278834893,0.0,0.0,0.0,0.0,0.0,0.0
63278,-0.1373670385924506,-0.0009401304573425967,0.0,0.0,0.0,0.0,0.0,0.0
63286,-0.09013814410571384,-0.0013203989397982529,0.0,0.0,0.0,0.0,0.0,0.0
63294,-0.114319905396971,-0.001125696908991601,0.0,0.0,0.0,0.0,0.0,0.0
63300,-0.06196154639390706,-0.0015472658222321352,0.0,0.0,0.0,0.0,0.0,0.0
63318,-0.11112876387759696,-0.0011513907253915701,0.0,0.0,0.0,0.0,0.0,0.0
63326,-0.13776888604303852,-0.000936894939731394,0.0,0.0,0.0,0.0,0.0,0.0
63334,-0.12651715742657854,-0.0010274894330384288,0.0,0.0,0.0,0.0,0.0,0.0
63394,1.374170327751083,-0.013110434816968632,0.0,0.0,0.0,0.0,0.0,0.0
63447,0.05629979450556464,-0.0024994596248712766,0.0,0.0,0.0,0.0,0.0,0.0
63526,0.1030322892003985,-0.0028757312914581986,0.0,0.0,0.0,0.0,0.0,0.0
63553,-0.14119640841569958,-0.000909297877691207,0.0,0.0,0.0,0.0,0.0,0.0
63580,0.056347070676221876,-0.002499840274016539,0.0,0.0,0.0,0.0,0.0,0.0
63633,-0.06999849540566386,-0.0014825554698526876,0.0,0.0,0.0,0.0,0.0,0.0
63688,-0.04971701819364198,-0.0016458539473097268,0.0,0.0,0.0,0.0,0.0,0.0
63740,0.31430949586829393,-0.004576852260470783,0.0,0.0,0.0,0.0,0.0,0.0
63777,-0.12559527209875943,-0.001034912091105907,0.0,0.0,0.0,0.0,0.0,0.0
63802,-0.05446827334470997,-0.001607598709582072,0.0,0.0,0.0,0.0,0.0,0.0
63866,-0.09344747605173154,-0.0012937535005922913,0.0,0.0,0.0,0.0,0.0,0.0
63893,-0.10410825253497392,-0.0012079171214180598,0.0,0.0,0.0,0.0,0.0,0.0
63937,-0.08720702152495528,-0.0013439991859574606,0.0,0.0,0.0,0.0,0.0,0.0
64005,-0.12970829894595262,-0.0010017956166564126,0.0,0.0,0.0,0.0,0.0,0.0
64041,-0.04435117282402755,-0.0016890576237335196,0.0,0.0,0.0,0.0,0.0,0.0
64096,-0.07758632079617568,-0.001421461284236905,0.0,0.0,0.0,0.0,0.0,0.0
64130,-0.0849377653334005,-0.0013622703442755515,0.0,0.0,0.0,0.0,0.0,0.0
64194,-0.06973847646704831,-0.0014846490400790488,0.0,0.0,0.0,0.0,0.0,0.0
64238,-0.12765178552235626,-0.0010183538539020977,0.0,0.0,0.0,0.0,0.0,0.0
64265,-0.11320891538652206,-0.0011346421635844216,0.0,0.0,0.0,0.0,0.0,0.0
64318,-0.04281469727766232,-0.0017014287205161076,0.0,0.0,0.0,0.0,0.0,0.0
64345,-0.10190991059940506,-0.001225617306045601,0.0,0.0,0.0,0.0,0.0,0.0
64390,-0.11008868812313416,-0.0011597650062685936,0.0,0.0,0.0,0.0,0.0,0.0
64425,-0.11748740883101626,-0.0011001934171742226,0.0,0.0,0.0,0.0,0.0,0.0
64461,-0.11947300799862688,-0.0010842061536508725,0.0,0.0,0.0,0.0,0.0,0.0
64504,-0.13989631372262126,-0.0009197657288125445,0.0,0.0,0.0,0.0,0.0,0.0
64568,-0.13632696283798793,-0.0009485047382409365,0.0,0.0,0.0,0.0,0.0,0.0
64602,-0.08032833869430457,-0.0013993836346026616,0.0,0.0,0.0,0.0,0.0,0.0
64639,-0.055059225477927375,-0.0016028405954367395,0.0,0.0,0.0,0.0,0.0,0.0
64719,-0.12318418739523239,-0.001054325196826792,0.0,0.0,0.0,0.0,0.0,0.0
64773,-0.1107505545123376,-0.0011544359184308404,0.0,0.0,0.0,0.0,0.0,0.0
64826,-0.05449191143003874,-0.0016074083850207033,0.0,0.0,0.0,0.0,0.0,0.0
64871,-0.07297689415707966,-0.0014585745745569097,0.0,0.0,0.0,0.0,0.0,0.0
64906,-0.10765396533427832,-0.0011793684365361636,0.0,0.0,0.0,0.0,0.0,0.0
64942,-0.04595856262637902,-0.0016761155532670142,0.0,0.0,0.0,0.0,0.0,0.0
64997,-0.1213640548249226,-0.0010689801883896264,0.0,0.0,0.0,0.0,0.0,0.0
65011,-0.038701670430469105,-0.0017345451949674726,0.0,0.0,0.0,0.0,0.0,0.0
65048,-0.04997703713225754,-0.0016437603770763547,0.0,0.0,0.0,0.0,0.0,0.0
65099,-0.13781616221369597,-0.0009365142906092239,0.0,0.0,0.0,0.0,0.0,0.0
65105,-0.13393951621978986,-0.0009677275194041001,0.0,0.0,0.0,0.0,0.0,0.0
65113,-0.12727357615709703,-0.0010213990469417464,0.0,0.0,0.0,0.0,0.0,0.0
65121,-0.12204955929945499,-0.001063460775984061,0.0,0.0,0.0,0.0,0.0,0.0
65139,-0.12131677865426535,-0.0010693608375192802,0.0,0.0,0.0,0.0,0.0,0.0
65147,-0.14223648417016238,-0.0009009235968070781,0.0,0.0,0.0,0.0,0.0,0.0
65154,-0.1377925241283672,-0.0009367046151630144,0.0,0.0,0.0,0.0,0.0,0.0
65342,2.0480448643015836,-0.018536207538259793,0.0,0.0,0.0,0.0,0.0,0.0
65379,-0.01827836470647482,-0.0018989856198122072,0.0,0.0,0.0,0.0,0.0,0.0
65413,-0.05189172204388189,-0.0016283440872454254,0.0,0.0,0.0,0.0,0.0,0.0
65431,0.042306047990976044,-0.002386787481921306,0.0,0.0,0.0,0.0,0.0,0.0
65477,0.005359720622222281,-0.002089310185602254,0.0,0.0,0.0,0.0,0.0,0.0
65501,-0.060826918298129466,-0.0015564014013808064,0.0,0.0,0.0,0.0,0.0,0.0
65609,0.01578411625217765,-0.002173243319117791,0.0,0.0,0.0,0.0,0.0,0.0
65645,-0.11566727626070669,-0.0011148484087480934,0.0,0.0,0.0,0.0,0.0,0.0
65681,0.19765554477117286,-0.003637600528326096,0.0,0.0,0.0,0.0,0.0,0.0
