,u1,u2,u3,u4
0,-0.12618098857485713,-0.1369521276337867,-0.07801400749613059,0.02945967516056447
1,-0.20058560000275422,-0.08357707016995186,-0.12898227787605443,0.20267320446030823
2,-0.05445564462142181,0.1864136889129593,-0.18744307661411236,-0.09454507653872592
3,0.09993943293110816,0.1792171007542411,0.2969551212374827,0.23828928873519084
4,0.3449293220975878,-0.15071247291052975,0.032851025986200016,-0.04174318957797929
5,-0.06945482193702861,0.2752103191631043,0.09238694623825199,0.023721943786572955
6,0.11180303967529784,0.02512195626189636,0.19041342880674433,-0.27743144045929097
7,0.05951555960805717,-0.17770323852654868,0.14190894769867868,-0.050089460386685145
8,0.10335277513520684,0.23438767001131805,-0.11694179420443258,-0.0046807357948741735
9,0.1023585007446413,0.1412013267040503,0.04890853121526109,-0.0011271862445618973
10,0.013714645797050465,-0.13371338839948452,-0.06383966562457938,0.2789660170712596
11,0.048402964742269794,-0.08425912528457806,0.016812073787585292,-0.01400063405234548
12,0.04738997590725895,0.05761073136965134,-0.08563237797672196,-0.09463747873588571
13,-0.01941960581347749,0.16585607821489184,-0.2641954671479015,0.10557213075212357
14,0.004449974378547074,-0.061333889228083645,0.09821819664105018,0.3461816882380876
15,0.14331039674115884,0.07287845760832987,-0.15212388460759152,0.17189151156836058
16,0.05549474520684311,-0.1923688133738455,0.06992552520596688,0.22076364804372214
17,-0.05271903981866946,0.08674691682035061,0.15241266375446258,-0.21760898081382984
18,0.00863125219827413,0.03444438069095194,-0.23433908992214075,-0.07670130279458953
19,0.129004457840322,-0.14192654716066275,0.15694171529377277,-0.21286334281474542
20,-0.14202430478937064,-0.021045924315078804,-0.0020624403490397724,-0.10591106781271771
21,0.11305822152751219,0.08932565777517197,-0.2908695319136513,-0.05839248393748666
22,0.07192229502769651,-0.12384241906281963,0.061265574746031684,-0.17290876501653474
23,-0.032434278394924174,0.1915363869762763,0.0764588154510792,0.00604162473004023
24,0.077493632379758,-0.14995770890326007,0.037864072237261744,-0.13653450173461873
25,-0.08017080083746825,0.12917756080995754,0.0084131829314353,-0.0356188290995184
26,0.19893192733993068,-0.0790276289279228,-0.19499077408208912,-0.10048496255886276
27,-0.09135885613065683,0.11893214132157122,0.03557945852572134,0.03485090728147385
28,-0.2571568443016924,0.09260442900632788,-0.12936125415548236,-0.05008295196288723
29,-0.14277856124648322,-0.04967330974122132,-0.10069023905205535,0.0591887994065138
30,0.12736590401597214,0.06837574969760941,0.29887953460007866,0.2223737619050734
31,0.12961477198965096,-0.12147669102789117,-0.07376010184454777,0.08716121779377008
32,0.040996199731530965,-0.017347950721670242,-0.28120018386295026,-0.10738108578787514
33,-0.16221269417667886,-0.3026557492878156,0.10064480046543509,-0.11550378765884982
34,-0.1514475599836312,-0.03964180627708048,0.042934159793848646,0.21091792159054676
35,-0.16013749662025759,-0.07277547419800398,0.09402933441258762,0.04048045461134122
36,-0.012775351332688872,0.018242237567432255,0.10795538520986926,-0.09864490095271763
37,0.11539753583334618,-0.2687356586168412,-0.16246625715222307,0.1131297704377961
38,-0.03384371216464358,-0.019372715589784414,-0.031944877691751375,-0.08794195417311464
39,-0.3561439579297263,0.20222153311373964,0.12969130711991853,-0.035553089770524036
40,-0.03375845641086427,0.13251224966950506,-0.19202120314613405,0.028449695397372753
41,-0.08641342951695016,-0.1535801886873138,0.06316951585135437,0.16886580389555522
42,-0.1015378108357786,0.16839017714204696,0.024690578223733824,0.059792956918085116
43,0.12314488060655615,0.17644693626172786,0.1309585704833651,-0.01463087673495623
44,0.1892500790276609,0.08874902679346222,0.04920920973721,-0.26706464285001696
45,-0.2957824711567946,-0.2470519199688798,-0.02228043461404023,-0.1958156031834741
46,-0.000494695607457444,-0.08187803893612747,-0.13613899759165674,0.009040089946150593
47,-0.12400970600385469,-0.016902810743644213,0.15591800748693543,-0.14440929249930723
48,0.33330307835057027,0.107769460480054,0.012465412888009439,0.09247657954828618
49,0.014967225685029346,-0.13909241477820936,0.0210620006191379,0.0404746441373455
50,-0.020446106310707684,0.02323290934440848,0.18037484027681622,0.021544288531433687
